T,M
6599, 0.200
6600, 0.197
6601, 0.201
6602, 0.197
6603, 0.184
6604, 0.186
6605, 0.190
6606, 0.194
6607, 0.202
6608, 0.201
6609, 0.195
6610, 0.203
6611, 0.206
6612, 0.213
6613, 0.222
6614, 0.214
6615, 0.208
6616, 0.208
6617, 0.210
6618, 0.203
6619, 0.205
6620, 0.204
6621, 0.208
6622, 0.200
6623, 0.198
6624, 0.209
6625, 0.205
6626, 0.207
6627, 0.197
6628, 0.184
6629, 0.179
6630, 0.171
6631, 0.180
6632, 0.169
6633, 0.159
6634, 0.156
6635, 0.149
6636, 0.144
6637, 0.146
6638, 0.144
6639, 0.145
6640, 0.139
6641, 0.155
6642, 0.149
6643, 0.153
6644, 0.152
6645, 0.159
6646, 0.165
6647, 0.159
6648, 0.158
6649, 0.151
6650, 0.159
6651, 0.161
6652, 0.168
6653, 0.164
6654, 0.159
6655, 0.142
6656, 0.143
6657, 0.139
6658, 0.140
6659, 0.137
6660, 0.142
6661, 0.141
6662, 0.149
6663, 0.147
6664, 0.156
6665, 0.158
6666, 0.145
6667, 0.157
6668, 0.158
6669, 0.167
6670, 0.164
6671, 0.158
6672, 0.154
6673, 0.145
6674, 0.139
6675, 0.126
6676, 0.138
6677, 0.137
6678, 0.147
6679, 0.142
6680, 0.142
6681, 0.146
6682, 0.145
6683, 0.144
6684, 0.137
6685, 0.133
6686, 0.137
6687, 0.141
6688, 0.130
6689, 0.121
6690, 0.118
6691, 0.121
6692, 0.133
6693, 0.126
6694, 0.115
6695, 0.111
6696, 0.110
6697, 0.114
6698, 0.113
6699, 0.122
6700, 0.135
6701, 0.136
6702, 0.137
6703, 0.147
6704, 0.137
6705, 0.142
6706, 0.148
6707, 0.158
6708, 0.156
6709, 0.155
6710, 0.169
6711, 0.171
6712, 0.170
6713, 0.169
6714, 0.167
6715, 0.166
6716, 0.159
6717, 0.164
6718, 0.165
6719, 0.169
6720, 0.168
6721, 0.170
6722, 0.167
6723, 0.170
6724, 0.171
6725, 0.175
6726, 0.171
6727, 0.163
6728, 0.162
6729, 0.158
6730, 0.160
6731, 0.163
6732, 0.178
6733, 0.178
6734, 0.187
6735, 0.178
6736, 0.177
6737, 0.165
6738, 0.156
6739, 0.159
6740, 0.147
6741, 0.146
6742, 0.146
6743, 0.144
6744, 0.144
6745, 0.143
6746, 0.142
6747, 0.145
6748, 0.144
6749, 0.150
6750, 0.147
6751, 0.146
6752, 0.144
6753, 0.140
6754, 0.126
6755, 0.122
6756, 0.108
6757, 0.106
6758, 0.110
6759, 0.119
6760, 0.117
6761, 0.131
6762, 0.136
6763, 0.142
6764, 0.143
6765, 0.147
6766, 0.146
6767, 0.153
6768, 0.148
6769, 0.146
6770, 0.144
6771, 0.143
6772, 0.143
6773, 0.145
6774, 0.145
6775, 0.150
6776, 0.145
6777, 0.153
6778, 0.153
6779, 0.170
6780, 0.169
6781, 0.171
6782, 0.171
6783, 0.175
6784, 0.172
6785, 0.174
6786, 0.178
6787, 0.175
6788, 0.166
6789, 0.163
6790, 0.167
6791, 0.166
6792, 0.170
6793, 0.163
6794, 0.174
6795, 0.159
6796, 0.167
6797, 0.161
6798, 0.158
6799, 0.165
6800, 0.158
6801, 0.163
6802, 0.162
6803, 0.159
6804, 0.151
6805, 0.147
6806, 0.161
6807, 0.156
6808, 0.153
6809, 0.147
6810, 0.154
6811, 0.153
6812, 0.146
6813, 0.152
6814, 0.157
6815, 0.169
6816, 0.179
6817, 0.183
6818, 0.175
6819, 0.184
6820, 0.182
6821, 0.165
6822, 0.170
6823, 0.159
6824, 0.162
6825, 0.165
6826, 0.166
6827, 0.182
6828, 0.182
6829, 0.182
6830, 0.183
6831, 0.184
6832, 0.195
6833, 0.201
6834, 0.206
6835, 0.210
6836, 0.211
6837, 0.211
6838, 0.204
6839, 0.201
6840, 0.187
6841, 0.206
6842, 0.209
6843, 0.206
6844, 0.210
6845, 0.215
6846, 0.226
6847, 0.224
6848, 0.217
6849, 0.210
6850, 0.210
6851, 0.194
6852, 0.193
6853, 0.204
6854, 0.205
6855, 0.202
6856, 0.188
6857, 0.194
6858, 0.196
6859, 0.192
6860, 0.190
6861, 0.187
6862, 0.185
6863, 0.190
6864, 0.188
6865, 0.180
6866, 0.190
6867, 0.202
6868, 0.196
6869, 0.194
6870, 0.199
6871, 0.197
6872, 0.202
6873, 0.210
6874, 0.220
6875, 0.217
6876, 0.208
6877, 0.211
6878, 0.218
6879, 0.206
6880, 0.200
6881, 0.212
6882, 0.211
6883, 0.204
6884, 0.204
6885, 0.211
6886, 0.210
6887, 0.207
6888, 0.206
6889, 0.205
6890, 0.208
6891, 0.210
6892, 0.208
6893, 0.212
6894, 0.209
6895, 0.217
6896, 0.225
6897, 0.226
6898, 0.230
6899, 0.226
6900, 0.242
6901, 0.250
6902, 0.255
6903, 0.259
6904, 0.262
6905, 0.256
6906, 0.248
6907, 0.261
6908, 0.253
6909, 0.259
6910, 0.264
6911, 0.264
6912, 0.267
6913, 0.265
6914, 0.263
6915, 0.257
6916, 0.249
6917, 0.260
6918, 0.261
6919, 0.262
6920, 0.260
6921, 0.252
6922, 0.256
6923, 0.250
6924, 0.255
6925, 0.253
6926, 0.261
6927, 0.268
6928, 0.266
6929, 0.259
6930, 0.255
6931, 0.246
6932, 0.240
6933, 0.247
6934, 0.240
6935, 0.243
6936, 0.241
6937, 0.234
6938, 0.237
6939, 0.238
6940, 0.257
6941, 0.270
6942, 0.267
6943, 0.284
6944, 0.294
6945, 0.284
6946, 0.285
6947, 0.292
6948, 0.302
6949, 0.295
6950, 0.285
6951, 0.278
6952, 0.267
6953, 0.273
6954, 0.278
6955, 0.279
6956, 0.280
6957, 0.287
6958, 0.295
6959, 0.290
6960, 0.292
6961, 0.300
6962, 0.292
6963, 0.296
6964, 0.303
6965, 0.303
6966, 0.301
6967, 0.310
6968, 0.310
6969, 0.312
6970, 0.312
6971, 0.312
6972, 0.308
6973, 0.314
6974, 0.300
6975, 0.297
6976, 0.287
6977, 0.296
6978, 0.305
6979, 0.313
6980, 0.321
6981, 0.318
6982, 0.322
6983, 0.325
6984, 0.335
6985, 0.325
6986, 0.322
6987, 0.324
6988, 0.330
6989, 0.334
6990, 0.333
6991, 0.330
6992, 0.325
6993, 0.325
6994, 0.332
6995, 0.334
6996, 0.339
6997, 0.335
6998, 0.338
6999, 0.343
7000, 0.340
7001, 0.340
7002, 0.338
7003, 0.329
7004, 0.329
7005, 0.310
7006, 0.314
7007, 0.322
7008, 0.325
7009, 0.325
7010, 0.330
7011, 0.331
7012, 0.331
7013, 0.335
7014, 0.335
7015, 0.320
7016, 0.324
7017, 0.321
7018, 0.324
7019, 0.329
7020, 0.337
7021, 0.337
7022, 0.337
7023, 0.339
7024, 0.334
7025, 0.340
7026, 0.342
7027, 0.347
7028, 0.346
7029, 0.343
7030, 0.345
7031, 0.347
7032, 0.343
7033, 0.345
7034, 0.352
7035, 0.356
7036, 0.350
7037, 0.348
7038, 0.344
7039, 0.350
7040, 0.351
7041, 0.346
7042, 0.344
7043, 0.348
7044, 0.346
7045, 0.345
7046, 0.339
7047, 0.335
7048, 0.327
7049, 0.326
7050, 0.323
7051, 0.331
7052, 0.341
7053, 0.339
7054, 0.324
7055, 0.326
7056, 0.329
7057, 0.328
7058, 0.329
7059, 0.319
7060, 0.313
7061, 0.315
7062, 0.315
7063, 0.315
7064, 0.322
7065, 0.318
7066, 0.319
7067, 0.332
7068, 0.329
7069, 0.333
7070, 0.332
7071, 0.333
7072, 0.333
7073, 0.343
7074, 0.336
7075, 0.330
7076, 0.337
7077, 0.332
7078, 0.322
7079, 0.320
7080, 0.323
7081, 0.326
7082, 0.319
7083, 0.316
7084, 0.311
7085, 0.309
7086, 0.319
7087, 0.327
7088, 0.330
7089, 0.327
7090, 0.330
7091, 0.315
7092, 0.311
7093, 0.319
7094, 0.320
7095, 0.325
7096, 0.327
7097, 0.318
7098, 0.320
7099, 0.314
7100, 0.319
7101, 0.315
7102, 0.314
7103, 0.310
7104, 0.297
7105, 0.292
7106, 0.294
7107, 0.283
7108, 0.291
7109, 0.288
7110, 0.287
7111, 0.285
7112, 0.285
7113, 0.293
7114, 0.300
7115, 0.304
7116, 0.304
7117, 0.305
7118, 0.314
7119, 0.319
7120, 0.328
7121, 0.316
7122, 0.315
7123, 0.308
7124, 0.296
7125, 0.297
7126, 0.293
7127, 0.302
7128, 0.288
7129, 0.299
7130, 0.300
7131, 0.301
7132, 0.300
7133, 0.299
7134, 0.303
7135, 0.308
7136, 0.319
7137, 0.336
7138, 0.336
7139, 0.338
7140, 0.332
7141, 0.335
7142, 0.333
7143, 0.338
7144, 0.335
7145, 0.326
7146, 0.330
7147, 0.323
7148, 0.332
7149, 0.336
7150, 0.337
7151, 0.332
7152, 0.329
7153, 0.322
7154, 0.322
7155, 0.311
7156, 0.318
7157, 0.323
7158, 0.330
7159, 0.336
7160, 0.340
7161, 0.339
7162, 0.336
7163, 0.329
7164, 0.314
7165, 0.314
7166, 0.314
7167, 0.312
7168, 0.317
7169, 0.305
7170, 0.307
7171, 0.303
7172, 0.304
7173, 0.300
7174, 0.303
7175, 0.301
7176, 0.306
7177, 0.311
7178, 0.312
7179, 0.311
7180, 0.313
7181, 0.321
7182, 0.316
7183, 0.328
7184, 0.324
7185, 0.320
7186, 0.313
7187, 0.309
7188, 0.307
7189, 0.306
7190, 0.311
7191, 0.304
7192, 0.292
7193, 0.294
7194, 0.292
7195, 0.287
7196, 0.283
7197, 0.286
7198, 0.280
7199, 0.275
7200, 0.280
7201, 0.268
7202, 0.271
7203, 0.271
7204, 0.267
7205, 0.264
7206, 0.252
7207, 0.256
7208, 0.262
7209, 0.254
7210, 0.253
7211, 0.241
7212, 0.239
7213, 0.244
7214, 0.248
7215, 0.241
7216, 0.243
7217, 0.241
7218, 0.234
7219, 0.234
7220, 0.233
7221, 0.237
7222, 0.241
7223, 0.246
7224, 0.244
7225, 0.247
7226, 0.238
7227, 0.237
7228, 0.234
7229, 0.238
7230, 0.230
7231, 0.228
7232, 0.234
7233, 0.237
7234, 0.235
7235, 0.237
7236, 0.240
7237, 0.238
7238, 0.244
7239, 0.247
7240, 0.242
7241, 0.242
7242, 0.236
7243, 0.234
7244, 0.235
7245, 0.229
7246, 0.234
7247, 0.225
7248, 0.222
7249, 0.221
7250, 0.231
7251, 0.234
7252, 0.245
7253, 0.249
7254, 0.250
7255, 0.246
7256, 0.242
7257, 0.237
7258, 0.234
7259, 0.232
7260, 0.235
7261, 0.230
7262, 0.234
7263, 0.232
7264, 0.233
7265, 0.226
7266, 0.232
7267, 0.229
7268, 0.217
7269, 0.216
7270, 0.219
7271, 0.223
7272, 0.216
7273, 0.216
7274, 0.225
7275, 0.229
7276, 0.221
7277, 0.221
7278, 0.218
7279, 0.226
7280, 0.225
7281, 0.225
7282, 0.233
7283, 0.229
7284, 0.232
7285, 0.234
7286, 0.245
7287, 0.244
7288, 0.248
7289, 0.247
7290, 0.239
7291, 0.246
7292, 0.250
7293, 0.252
7294, 0.251
7295, 0.248
7296, 0.244
7297, 0.234
7298, 0.241
7299, 0.235
7300, 0.238
7301, 0.238
7302, 0.230
7303, 0.225
7304, 0.217
7305, 0.224
7306, 0.220
7307, 0.218
7308, 0.217
7309, 0.223
7310, 0.232
7311, 0.227
7312, 0.233
7313, 0.239
7314, 0.241
7315, 0.240
7316, 0.238
7317, 0.242
7318, 0.235
7319, 0.232
7320, 0.238
7321, 0.232
7322, 0.226
7323, 0.223
7324, 0.216
7325, 0.215
7326, 0.206
7327, 0.206
7328, 0.202
7329, 0.205
7330, 0.202
7331, 0.203
7332, 0.210
7333, 0.202
7334, 0.197
7335, 0.194
7336, 0.196
7337, 0.193
7338, 0.193
7339, 0.189
7340, 0.191
7341, 0.196
7342, 0.186
7343, 0.185
7344, 0.190
7345, 0.194
7346, 0.187
7347, 0.177
7348, 0.188
7349, 0.197
7350, 0.190
7351, 0.187
7352, 0.192
7353, 0.197
7354, 0.203
7355, 0.207
7356, 0.208
7357, 0.214
7358, 0.206
7359, 0.197
7360, 0.194
7361, 0.199
7362, 0.191
7363, 0.192
7364, 0.179
7365, 0.185
7366, 0.192
7367, 0.193
7368, 0.194
7369, 0.182
7370, 0.186
7371, 0.190
7372, 0.185
7373, 0.177
7374, 0.173
7375, 0.178
7376, 0.171
7377, 0.165
7378, 0.164
7379, 0.166
7380, 0.166
7381, 0.170
7382, 0.176
7383, 0.176
7384, 0.172
7385, 0.178
7386, 0.192
7387, 0.187
7388, 0.208
7389, 0.214
7390, 0.213
7391, 0.216
7392, 0.222
7393, 0.229
7394, 0.222
7395, 0.226
7396, 0.223
7397, 0.224
7398, 0.237
7399, 0.238
7400, 0.239
7401, 0.233
7402, 0.229
7403, 0.229
7404, 0.229
7405, 0.225
7406, 0.209
7407, 0.207
7408, 0.205
7409, 0.207
7410, 0.215
7411, 0.217
7412, 0.216
7413, 0.218
7414, 0.217
7415, 0.211
7416, 0.218
7417, 0.218
7418, 0.224
7419, 0.225
7420, 0.238
7421, 0.222
7422, 0.229
7423, 0.233
7424, 0.234
7425, 0.238
7426, 0.237
7427, 0.246
7428, 0.242
7429, 0.231
7430, 0.231
7431, 0.230
7432, 0.228
7433, 0.227
7434, 0.237
7435, 0.238
7436, 0.239
7437, 0.239
7438, 0.249
7439, 0.253
7440, 0.251
7441, 0.255
7442, 0.247
7443, 0.251
7444, 0.239
7445, 0.238
7446, 0.234
7447, 0.232
7448, 0.223
7449, 0.228
7450, 0.236
7451, 0.229
7452, 0.222
7453, 0.219
7454, 0.216
7455, 0.216
7456, 0.215
7457, 0.214
7458, 0.206
7459, 0.209
7460, 0.203
7461, 0.198
7462, 0.216
7463, 0.221
7464, 0.225
7465, 0.230
7466, 0.226
7467, 0.214
7468, 0.209
7469, 0.205
7470, 0.207
7471, 0.214
7472, 0.208
7473, 0.209
7474, 0.215
7475, 0.215
7476, 0.218
7477, 0.210
7478, 0.207
7479, 0.206
7480, 0.206
7481, 0.210
7482, 0.213
7483, 0.216
7484, 0.224
7485, 0.222
7486, 0.218
7487, 0.218
7488, 0.214
7489, 0.227
7490, 0.234
7491, 0.225
7492, 0.229
7493, 0.229
7494, 0.223
7495, 0.232
7496, 0.220
7497, 0.232
7498, 0.225
7499, 0.223
7500, 0.230
7501, 0.231
7502, 0.235
7503, 0.234
7504, 0.235
7505, 0.234
7506, 0.223
7507, 0.231
7508, 0.238
7509, 0.227
7510, 0.221
7511, 0.221
7512, 0.209
7513, 0.206
7514, 0.220
7515, 0.212
7516, 0.201
7517, 0.196
7518, 0.194
7519, 0.188
7520, 0.185
7521, 0.176
7522, 0.164
7523, 0.155
7524, 0.154
7525, 0.150
7526, 0.146
7527, 0.153
7528, 0.156
7529, 0.164
7530, 0.161
7531, 0.158
7532, 0.151
7533, 0.154
7534, 0.150
7535, 0.149
7536, 0.152
7537, 0.157
7538, 0.158
7539, 0.164
7540, 0.162
7541, 0.157
7542, 0.142
7543, 0.138
7544, 0.135
7545, 0.140
7546, 0.131
7547, 0.119
7548, 0.117
7549, 0.118
7550, 0.126
7551, 0.127
7552, 0.131
7553, 0.132
7554, 0.131
7555, 0.137
7556, 0.130
7557, 0.141
7558, 0.138
7559, 0.146
7560, 0.143
7561, 0.136
7562, 0.139
7563, 0.143
7564, 0.143
7565, 0.134
7566, 0.132
7567, 0.136
7568, 0.137
7569, 0.133
7570, 0.137
7571, 0.136
7572, 0.137
7573, 0.136
7574, 0.127
7575, 0.124
7576, 0.129
7577, 0.125
7578, 0.108
7579, 0.115
7580, 0.111
7581, 0.117
7582, 0.125
7583, 0.128
7584, 0.122
7585, 0.127
7586, 0.122
7587, 0.112
7588, 0.113
7589, 0.121
7590, 0.120
7591, 0.119
7592, 0.119
7593, 0.118
7594, 0.110
7595, 0.101
7596, 0.107
7597, 0.103
7598, 0.105
7599, 0.119
7600, 0.114
7601, 0.124
7602, 0.135
7603, 0.135
7604, 0.128
7605, 0.113
7606, 0.108
7607, 0.103
7608, 0.109
7609, 0.099
7610, 0.099
7611, 0.103
7612, 0.108
7613, 0.114
7614, 0.118
7615, 0.119
7616, 0.119
7617, 0.117
7618, 0.123
7619, 0.127
7620, 0.128
7621, 0.132
7622, 0.129
7623, 0.131
7624, 0.124
7625, 0.128
7626, 0.142
7627, 0.136
7628, 0.138
7629, 0.150
7630, 0.147
7631, 0.135
7632, 0.123
7633, 0.123
7634, 0.119
7635, 0.114
7636, 0.103
7637, 0.101
7638, 0.103
7639, 0.107
7640, 0.111
7641, 0.114
7642, 0.116
7643, 0.115
7644, 0.111
7645, 0.103
7646, 0.095
7647, 0.099
7648, 0.118
7649, 0.117
7650, 0.101
7651, 0.101
7652, 0.103
7653, 0.108
7654, 0.099
7655, 0.096
7656, 0.085
7657, 0.084
7658, 0.095
7659, 0.090
7660, 0.090
7661, 0.082
7662, 0.082
7663, 0.079
7664, 0.082
7665, 0.077
7666, 0.073
7667, 0.067
7668, 0.064
7669, 0.068
7670, 0.063
7671, 0.064
7672, 0.066
7673, 0.062
7674, 0.077
7675, 0.072
7676, 0.071
7677, 0.061
7678, 0.057
7679, 0.067
7680, 0.074
7681, 0.080
7682, 0.086
7683, 0.087
7684, 0.094
7685, 0.083
7686, 0.083
7687, 0.086
7688, 0.084
7689, 0.082
7690, 0.077
7691, 0.070
7692, 0.065
7693, 0.058
7694, 0.065
7695, 0.065
7696, 0.069
7697, 0.090
7698, 0.096
7699, 0.095
7700, 0.087
7701, 0.086
7702, 0.083
7703, 0.071
7704, 0.076
7705, 0.086
7706, 0.077
7707, 0.074
7708, 0.079
7709, 0.070
7710, 0.071
7711, 0.071
7712, 0.065
7713, 0.063
7714, 0.058
7715, 0.051
7716, 0.052
7717, 0.050
7718, 0.053
7719, 0.050
7720, 0.055
7721, 0.043
7722, 0.042
7723, 0.038
7724, 0.033
7725, 0.027
7726, 0.032
7727, 0.032
7728, 0.023
7729, 0.026
7730, 0.029
7731, 0.034
7732, 0.034
7733, 0.032
7734, 0.044
7735, 0.046
7736, 0.029
7737, 0.038
7738, 0.041
7739, 0.041
7740, 0.034
7741, 0.033
7742, 0.029
7743, 0.033
7744, 0.041
7745, 0.045
7746, 0.052
7747, 0.047
7748, 0.041
7749, 0.039
7750, 0.046
7751, 0.043
7752, 0.040
7753, 0.031
7754, 0.041
7755, 0.049
7756, 0.044
7757, 0.054
7758, 0.046
7759, 0.046
7760, 0.046
7761, 0.047
7762, 0.051
7763, 0.067
7764, 0.066
7765, 0.073
7766, 0.069
7767, 0.054
7768, 0.055
7769, 0.063
7770, 0.064
7771, 0.065
7772, 0.056
7773, 0.049
7774, 0.064
7775, 0.058
7776, 0.048
7777, 0.044
7778, 0.048
7779, 0.059
7780, 0.053
7781, 0.053
7782, 0.045
7783, 0.033
7784, 0.028
7785, 0.035
7786, 0.020
7787, 0.013
7788, 0.017
7789, 0.024
7790, 0.014
7791, 0.011
7792, 0.008
7793, 0.012
7794, 0.017
7795, 0.016
7796, 0.016
7797, 0.013
7798, 0.015
7799, 0.014
7800, 0.017
7801, 0.016
7802, 0.019
7803, 0.026
7804, 0.025
7805, 0.024
7806, 0.024
7807, 0.024
7808, 0.029
7809, 0.019
7810, 0.020
7811, 0.018
7812, 0.019
7813, 0.022
7814, 0.034
7815, 0.028
7816, 0.040
7817, 0.047
7818, 0.051
7819, 0.039
7820, 0.034
7821, 0.037
7822, 0.041
7823, 0.041
7824, 0.034
7825, 0.038
7826, 0.024
7827, 0.016
7828, 0.020
7829, 0.010
7830, 0.010
7831, 0.011
7832, 0.006
7833, 0.011
7834, 0.014
7835, 0.013
7836, 0.004
7837, -0.001
7838, 0.001
7839, 0.010
7840, 0.016
7841, 0.016
7842, 0.013
7843, 0.014
7844, 0.007
7845, 0.008
7846, 0.003
7847, -0.002
7848, 0.009
7849, -0.001
7850, -0.004
7851, -0.005
7852, -0.008
7853, -0.019
7854, -0.015
7855, -0.016
7856, -0.014
7857, -0.015
7858, -0.015
7859, -0.010
7860, -0.007
7861, -0.002
7862, 0.001
7863, -0.006
7864, -0.010
7865, -0.014
7866, -0.019
7867, -0.021
7868, -0.023
7869, -0.029
7870, -0.022
7871, -0.017
7872, -0.034
7873, -0.028
7874, -0.029
7875, -0.041
7876, -0.033
7877, -0.035
7878, -0.026
7879, -0.024
7880, -0.034
7881, -0.036
7882, -0.037
7883, -0.038
7884, -0.037
7885, -0.033
7886, -0.031
7887, -0.036
7888, -0.033
7889, -0.027
7890, -0.018
7891, -0.007
7892, -0.010
7893, -0.006
7894, -0.002
7895, 0.006
7896, 0.016
7897, 0.014
7898, 0.002
7899, -0.008
7900, -0.013
7901, -0.014
7902, -0.015
7903, -0.009
7904, -0.011
7905, -0.010
7906, -0.024
7907, -0.023
7908, -0.025
7909, -0.022
7910, -0.024
7911, -0.027
7912, -0.031
7913, -0.032
7914, -0.030
7915, -0.029
7916, -0.032
7917, -0.034
7918, -0.032
7919, -0.044
7920, -0.038
7921, -0.046
7922, -0.045
7923, -0.054
7924, -0.054
7925, -0.047
7926, -0.054
7927, -0.050
7928, -0.055
7929, -0.049
7930, -0.041
7931, -0.036
7932, -0.028
7933, -0.018
7934, -0.018
7935, -0.029
7936, -0.029
7937, -0.028
7938, -0.038
7939, -0.035
7940, -0.040
7941, -0.029
7942, -0.029
7943, -0.029
7944, -0.036
7945, -0.031
7946, -0.038
7947, -0.042
7948, -0.037
7949, -0.046
7950, -0.040
7951, -0.042
7952, -0.051
7953, -0.050
7954, -0.053
7955, -0.054
7956, -0.064
7957, -0.060
7958, -0.065
7959, -0.066
7960, -0.074
7961, -0.093
7962, -0.093
7963, -0.081
7964, -0.084
7965, -0.081
7966, -0.074
7967, -0.079
7968, -0.081
7969, -0.068
7970, -0.073
7971, -0.076
7972, -0.082
7973, -0.075
7974, -0.067
7975, -0.062
7976, -0.059
7977, -0.065
7978, -0.060
7979, -0.061
7980, -0.057
7981, -0.052
7982, -0.047
7983, -0.037
7984, -0.038
7985, -0.043
7986, -0.036
7987, -0.042
7988, -0.039
7989, -0.037
7990, -0.041
7991, -0.040
7992, -0.042
7993, -0.053
7994, -0.048
7995, -0.049
7996, -0.051
7997, -0.061
7998, -0.060
7999, -0.057
8000, -0.054
8001, -0.055
8002, -0.042
8003, -0.046
8004, -0.051
8005, -0.057
8006, -0.045
8007, -0.047
8008, -0.053
8009, -0.057
8010, -0.052
8011, -0.055
8012, -0.055
8013, -0.059
8014, -0.055
8015, -0.060
8016, -0.062
8017, -0.064
8018, -0.062
8019, -0.051
8020, -0.051
8021, -0.054
8022, -0.042
8023, -0.031
8024, -0.032
8025, -0.037
8026, -0.045
8027, -0.034
8028, -0.045
8029, -0.048
8030, -0.051
8031, -0.040
8032, -0.038
8033, -0.036
8034, -0.028
8035, -0.027
8036, -0.029
8037, -0.031
8038, -0.032
8039, -0.034
8040, -0.046
8041, -0.058
8042, -0.061
8043, -0.059
8044, -0.064
8045, -0.071
8046, -0.069
8047, -0.074
8048, -0.063
8049, -0.072
8050, -0.069
8051, -0.064
8052, -0.057
8053, -0.057
8054, -0.063
8055, -0.067
8056, -0.054
8057, -0.057
8058, -0.051
8059, -0.057
8060, -0.062
8061, -0.049
8062, -0.048
8063, -0.042
8064, -0.046
8065, -0.050
8066, -0.050
8067, -0.066
8068, -0.069
8069, -0.068
8070, -0.067
8071, -0.064
8072, -0.060
8073, -0.061
8074, -0.051
8075, -0.059
8076, -0.072
8077, -0.077
8078, -0.071
8079, -0.070
8080, -0.065
8081, -0.066
8082, -0.064
8083, -0.063
8084, -0.070
8085, -0.076
8086, -0.081
8087, -0.093
8088, -0.101
8089, -0.101
8090, -0.096
8091, -0.087
8092, -0.101
8093, -0.093
8094, -0.096
8095, -0.110
8096, -0.107
8097, -0.114
8098, -0.113
8099, -0.114
8100, -0.116
8101, -0.120
8102, -0.122
8103, -0.119
8104, -0.112
8105, -0.114
8106, -0.107
8107, -0.110
8108, -0.117
8109, -0.109
8110, -0.111
8111, -0.107
8112, -0.100
8113, -0.106
8114, -0.127
8115, -0.128
8116, -0.127
8117, -0.118
8118, -0.125
8119, -0.130
8120, -0.126
8121, -0.117
8122, -0.127
8123, -0.120
8124, -0.107
8125, -0.117
8126, -0.122
8127, -0.114
8128, -0.115
8129, -0.114
8130, -0.124
8131, -0.118
8132, -0.133
8133, -0.150
8134, -0.155
8135, -0.150
8136, -0.148
8137, -0.155
8138, -0.150
8139, -0.155
8140, -0.144
8141, -0.147
8142, -0.145
8143, -0.154
8144, -0.169
8145, -0.175
8146, -0.185
8147, -0.181
8148, -0.179
8149, -0.180
8150, -0.178
8151, -0.184
8152, -0.178
8153, -0.197
8154, -0.189
8155, -0.188
8156, -0.186
8157, -0.172
8158, -0.176
8159, -0.169
8160, -0.166
8161, -0.162
8162, -0.165
8163, -0.174
8164, -0.187
8165, -0.194
8166, -0.194
8167, -0.194
8168, -0.199
8169, -0.207
8170, -0.201
8171, -0.206
8172, -0.207
8173, -0.198
8174, -0.204
8175, -0.208
8176, -0.211
8177, -0.207
8178, -0.212
8179, -0.212
8180, -0.207
8181, -0.195
8182, -0.193
8183, -0.191
8184, -0.188
8185, -0.192
8186, -0.200
8187, -0.206
8188, -0.197
8189, -0.212
8190, -0.204
8191, -0.195
8192, -0.201
8193, -0.202
8194, -0.202
8195, -0.189
8196, -0.199
8197, -0.207
8198, -0.205
8199, -0.202
8200, -0.204
8201, -0.198
8202, -0.191
8203, -0.195
8204, -0.190
8205, -0.171
8206, -0.161
8207, -0.157
8208, -0.141
8209, -0.138
8210, -0.132
8211, -0.137
8212, -0.131
8213, -0.137
8214, -0.141
8215, -0.145
8216, -0.138
8217, -0.130
8218, -0.129
8219, -0.125
8220, -0.119
8221, -0.118
8222, -0.134
8223, -0.127
8224, -0.141
8225, -0.137
8226, -0.133
8227, -0.123
8228, -0.129
8229, -0.120
8230, -0.124
8231, -0.130
8232, -0.139
8233, -0.138
8234, -0.144
8235, -0.159
8236, -0.160
8237, -0.168
8238, -0.175
8239, -0.175
8240, -0.171
8241, -0.166
8242, -0.160
8243, -0.153
8244, -0.143
8245, -0.137
8246, -0.139
8247, -0.136
8248, -0.142
8249, -0.140
8250, -0.137
8251, -0.139
8252, -0.135
8253, -0.142
8254, -0.140
8255, -0.135
8256, -0.130
8257, -0.123
8258, -0.123
8259, -0.108
8260, -0.126
8261, -0.124
8262, -0.121
8263, -0.115
8264, -0.116
8265, -0.115
8266, -0.119
8267, -0.112
8268, -0.101
8269, -0.098
8270, -0.099
8271, -0.106
8272, -0.102
8273, -0.104
8274, -0.097
8275, -0.095
8276, -0.095
8277, -0.096
8278, -0.101
8279, -0.084
8280, -0.091
8281, -0.090
8282, -0.103
8283, -0.091
8284, -0.102
8285, -0.098
8286, -0.104
8287, -0.100
8288, -0.111
8289, -0.118
8290, -0.121
8291, -0.128
8292, -0.133
8293, -0.133
8294, -0.125
8295, -0.115
8296, -0.118
8297, -0.108
8298, -0.111
8299, -0.115
8300, -0.120
8301, -0.115
8302, -0.120
8303, -0.129
8304, -0.121
8305, -0.127
8306, -0.131
8307, -0.122
8308, -0.124
8309, -0.122
8310, -0.127
8311, -0.124
8312, -0.114
8313, -0.115
8314, -0.119
8315, -0.113
8316, -0.115
8317, -0.120
8318, -0.112
8319, -0.118
8320, -0.127
8321, -0.129
8322, -0.116
8323, -0.120
8324, -0.113
8325, -0.109
8326, -0.111
8327, -0.102
8328, -0.103
8329, -0.106
8330, -0.115
8331, -0.100
8332, -0.102
8333, -0.105
8334, -0.097
8335, -0.103
8336, -0.092
8337, -0.087
8338, -0.094
8339, -0.106
8340, -0.089
8341, -0.094
8342, -0.090
8343, -0.102
8344, -0.098
8345, -0.092
8346, -0.094
8347, -0.096
